Ensemble_ID,Gene_symbol,H376.VI.50_OFC,H376.VI.51_OFC,H376.VI.52_OFC,H376.VII.51_OFC,H376.VIII.51_OFC,H376.VIII.53_OFC,H376.VIII.52_OFC,H376.VIII.54_OFC,H376.VIII.50_OFC
ENSG00000075945,KIFAP3,51.82,18.92,56.96,32.55,44.99,4.24,19.99,18.65,36.38
ENSG00000075975,MKRN2,12.34,12.8,16.92,15.06,15.81,3.15,13.22,10.39,12.62
ENSG00000076003,MCM6,7.26,5.16,11.52,9.58,5.44,0.75,3.2,2.68,5.21
ENSG00000076043,REXO2,4.44,4.27,6.02,5.19,4.28,3.25,4.62,6.41,4.52
ENSG00000076053,RBM7,1.83,1.67,1.92,1.79,1.32,0.92,1.63,1.63,1.78
ENSG00000076067,RBMS2,0.5,4.01,0.67,1.3,1,0.76,2.71,2.38,1.04
ENSG00000076108,BAZ2A,1.59,7.61,1.7,2.22,4.96,1.88,3.91,5.57,3.2
ENSG00000076201,PTPN23,6.95,11.6,6.63,6.25,10.78,5.36,9.28,8.97,5.36
ENSG00000076242,MLH1,5.97,6.85,6.14,8.71,6.66,1.93,5.54,4.81,5.97
ENSG00000076248,UNG,4.76,12.48,5.04,6.19,4.25,6.36,11.23,11,6.76
ENSG00000076258,FMO4,0.3,0.41,0.1,0.29,0.24,0.19,0.53,0.62,0.39
ENSG00000076321,KLHL20,3.08,3.64,2.54,1.95,3.15,0.74,2.33,3.18,2.88
ENSG00000076344,RGS11,3.33,12.23,5.07,3.6,4.33,4.16,8.94,8.92,4.46
ENSG00000076351,SLC46A1,4.56,12.08,8.72,5.13,7.91,2.38,5.83,6.98,4.51
ENSG00000076356,PLXNA2,0.29,5.31,3.72,2.35,12.59,2.24,4.93,4.54,3.82
ENSG00000076382,SPAG5,0,1.6,0.18,1.04,1.25,0.28,1.3,1.41,0.64
ENSG00000076513,ANKRD13A,2.79,3.94,3.19,3.98,4.49,1.64,3.37,4.07,3.88
ENSG00000076554,TPD52,14.24,2.37,9.83,17.64,12.62,2.49,6.62,5.36,15.89
ENSG00000076555,ACACB,0.21,3.12,0.31,0.4,0.63,1.5,1.66,2.99,1.08
ENSG00000076604,TRAF4,3.97,17.4,7.96,3.65,4.5,8.43,11.25,10.86,3.76
ENSG00000076641,PAG1,0.58,3.09,1.19,0.91,2.56,0.62,1.28,1.61,1.45
ENSG00000076650,GPATCH1,2.4,2.66,1.73,2.51,2.19,0.55,1.72,2.4,2.08
ENSG00000076662,ICAM3,2.56,4.66,4.14,2.49,2.89,4.1,5.05,4.81,2.58
ENSG00000076685,NT5C2,5.67,7.64,4.23,5.42,5.62,2.16,6.27,7.67,6.47
ENSG00000076706,MCAM,4.13,15.87,4.98,3.09,10.48,7.89,12.28,14.31,7.21
ENSG00000076716,GPC4,0.39,6.05,2.58,2.68,1.98,1.73,2.96,3.35,2.48
ENSG00000076770,MBNL3,0.4,0.32,0.2,0.15,0.23,0.08,0,0.26,0.51
ENSG00000076826,CAMSAP3,11.31,7.89,15.35,8.59,9.13,2.61,4.8,6.24,3.87
ENSG00000076864,RAP1GAP,29.47,27.96,22.17,16.63,37.21,6.22,23.71,22.95,25.4
ENSG00000076924,XAB2,12.09,14.32,15.07,17.06,15.32,9.85,14.12,13.76,9.06
ENSG00000076928,ARHGEF1,0.7,10.13,1.49,1.08,3.57,5.75,5.65,8.94,2.44
ENSG00000076944,STXBP2,0.76,1.57,0.85,0.98,1.2,0.94,0.89,1.09,0.71
ENSG00000076984,MAP2K7,3.46,4.42,4.02,2.57,5.31,6.44,6.47,8.39,3.4
ENSG00000077009,NMRK2,0.13,0.06,0.05,0.34,0.17,0.29,0.29,0.11,0.11
ENSG00000077044,DGKD,4.15,4.88,10.37,3.14,5.41,0.96,2.08,2.75,3.42
ENSG00000077063,CTTNBP2,2.52,5.7,2.18,2.99,6.38,0.87,3.37,3.38,4.41
ENSG00000077080,ACTL6B,32.25,11.17,44.4,30.6,29.42,1.73,17.88,9.93,15.85
ENSG00000077092,RARB,7.64,1.74,5.63,6.11,7.5,0.42,3.42,2.19,5.1
ENSG00000077097,TOP2B,43.28,27.59,35.04,30.55,32.38,5.82,18.03,26.5,31.71
ENSG00000077147,TM9SF3,22.7,19.11,24.99,21.12,22.07,6.48,14.16,18.55,20.66
ENSG00000077150,NFKB2,0,3.02,0.48,0.61,0.79,2.83,2.63,2.1,0.46
ENSG00000077152,UBE2T,12.07,5.3,21.84,13.57,13.66,0.83,7.08,4.64,10.33
ENSG00000077157,PPP1R12B,6.12,4.37,3.5,7.8,9.24,1.52,4.68,4.76,6.37
ENSG00000077232,DNAJC10,7.72,6.2,7.51,9.11,7.58,2.08,5.13,5.48,7.54
ENSG00000077235,GTF3C1,11.25,14.82,10.47,13.11,14.97,3.96,9.42,10.37,10.31
ENSG00000077238,IL4R,0.52,2.72,0.83,0.41,1.02,2.89,2.82,1.67,1
ENSG00000077254,USP33,20.07,7.9,22.3,17.3,15.92,2.24,8.76,6.93,16.69
ENSG00000077264,PAK3,7.86,0.9,3.07,8.1,14,1.03,1.5,1.16,5.6
ENSG00000077274,CAPN6,0.17,0.05,0,0,0.02,0.02,0.2,0,0
ENSG00000077279,DCX,20.43,6.52,13.37,5.71,5,0.33,1.34,1.6,8.78
ENSG00000077312,SNRPA,7.99,13.79,12.87,12.52,10.68,6.39,10.93,11,8.76
ENSG00000077327,SPAG6,0.77,0.53,0.67,1.9,2.02,0.02,0.85,0.31,1.12
ENSG00000077348,EXOSC5,17.44,11.81,46.23,19.93,18.78,4.93,19.84,9.79,13.97
ENSG00000077380,DYNC1I2,12.53,7.09,8.84,10.77,10.54,11.02,8.7,8.96,10
ENSG00000077420,APBB1IP,0.18,1.38,0.24,0.72,2.22,0.21,0.31,1.11,0.75
ENSG00000077454,LRCH4,0.5,3.16,0.68,0.4,1.29,2.93,2.54,3.13,0.94
ENSG00000077458,FAM76B,2.11,1.01,1.36,2.18,0.73,0.26,0.57,1.34,1.71
ENSG00000077463,SIRT6,6.19,8.13,10.32,6.15,6.24,4.62,7.51,6.49,4
ENSG00000077498,TYR,0,0.03,0,0,0,0,0.188782,0,0.13
ENSG00000077514,POLD3,1.65,1.56,1.17,0.69,1.41,0.26,0.42,1.16,1.46
ENSG00000077522,ACTN2,16.65,5.1,9.04,14.93,11.98,1.71,5.04,5.27,7.96
ENSG00000077549,CAPZB,39.06,43.53,43.66,48.6,45.37,21.18,39.99,35.69,38.22
ENSG00000077585,GPR137B,7.21,41.1,11.7,12.7,9.01,11.26,25.03,22.13,13.8
ENSG00000077616,NAALAD2,0.57,0.9,0.26,0.97,0.41,0.42,0.69,0.6,0.69
ENSG00000077684,JADE1,4.29,3.28,3.48,5.6,2.83,2.01,3.09,2.69,3.21
ENSG00000077713,SLC25A43,0.42,2.57,0.95,1.37,1.03,0.31,1.34,1.06,0.98
ENSG00000077721,UBE2A,18.77,10.99,21.45,23.24,16.22,5.95,12.55,11.37,19.47
ENSG00000077782,FGFR1,1.34,11.49,2.33,1.64,3.58,2.46,6.2,7.98,3.33
ENSG00000077800,FKBP6,0.11,0,0,0,0,0,0,0,0.13
ENSG00000077935,SMC1B,0,0.04,0,0.06,0.02,0.04,0.2,0.03,0
ENSG00000077942,FBLN1,2.61,8.19,4.03,4,2.66,4.19,5.35,6.69,3.85
ENSG00000077943,ITGA8,0.27,0.38,0.61,0.4,0.63,0.11,0.46,0.38,0.54
ENSG00000077984,CST7,0.19,0.2,0.06,0.09,0.08,0.77,0.86,0.28,0.26
ENSG00000078018,MAP2,141.9,39.71,149.24,200.74,155.21,8.14,40.09,24.64,112.76
ENSG00000078043,PIAS2,6.45,4.71,4.3,7.86,8.29,0.51,4.23,3.63,6.66
ENSG00000078053,AMPH,22.65,4.71,19.36,22.39,23.16,0.78,9.22,4.15,19.6
ENSG00000078061,ARAF,2.11,11.52,5,3.8,5.17,4.82,8.8,8.23,3.97
ENSG00000078070,MCCC1,5.25,7.92,4.8,5.94,5.54,2.29,6.62,6.66,5.11
ENSG00000078081,LAMP3,0.01,0.02,0,0.04,0.01,0.02,0.297449,0,0
ENSG00000078098,FAP,0,0.09,0.28,0.33,0.25,0.03,0.92,0.16,0.17
ENSG00000078114,NEBL,8.78,9.89,7.99,10.86,7.99,4.14,12.62,12.32,10.74
ENSG00000078124,ACER3,4.62,8.58,2.8,7.29,5.76,5.53,7.5,5.56,6.08
ENSG00000078140,UBE2K,38.91,11.95,37.16,27.1,28.24,5.71,11.52,15.52,29.09
ENSG00000078142,PIK3C3,5.42,3.83,3.43,5.52,5.82,1.99,3.93,3.6,4.89
ENSG00000078177,N4BP2,0.91,0.97,1.25,0.41,0.57,0.09,0.23,0.45,0.69
ENSG00000078237,TIGAR,6.33,4.34,4.89,6.59,7.84,1.03,4.87,4.73,5.7
ENSG00000078246,TULP3,0.83,9.55,1.33,1.59,1.85,1.68,4.94,6.12,2.63
ENSG00000078269,SYNJ2,4.37,0.66,0.73,1.75,4.63,1.69,1.74,4.08,6.54
ENSG00000078295,ADCY2,8.71,10.28,8.83,7.65,14.17,2.64,10.42,7.4,7.93
ENSG00000078304,PPP2R5C,11.01,6.87,11.29,14.21,9.56,3.17,7.65,6.04,10.22
ENSG00000078328,RBFOX1,31.14,4.09,16.17,23.17,32.17,1.82,9.82,6.92,24.39
ENSG00000078369,GNB1,170.41,101.7,160.88,155.86,174.48,29.22,122.66,76.66,125.69
ENSG00000078399,HOXA9,0.1,0,0,0,0,0,0,0,0.02
ENSG00000078401,EDN1,0.42,20.52,1.1,2.26,2.11,18.76,12.17,4,2.11
ENSG00000078403,MLLT10,1.43,2.92,1.65,1.61,2.21,0.62,2.08,2.24,1.88
ENSG00000078487,ZCWPW1,1.21,1.32,1.14,1.31,1.4,1.71,2.07,2.14,1.24
ENSG00000078549,ADCYAP1R1,14.4,87.49,25.27,22.14,22.43,12.85,36.35,44,23.42
ENSG00000078579,FGF20,0.22,0.04,0.34,0.1,0.23,0.05,0,0.04,0
ENSG00000078589,P2RY10,0.1,0.04,0,0.07,0.04,0,0.179664,0,0.15
ENSG00000078596,ITM2A,41.62,123.2,80.1,69.44,45.14,51.36,78.79,63.95,49.72
ENSG00000078618,NRD1,19.19,12.6,14.89,26.66,17.16,4.46,13,12.95,16.94
ENSG00000078668,VDAC3,40.73,22,41.92,39.53,34.18,5.3,24.35,20.5,33.02
ENSG00000078674,PCM1,6.43,6.72,4.1,6.02,7.46,2.66,4.31,6.46,7.02
ENSG00000078687,TNRC6C,3.02,5.93,2.46,1.42,6.57,4.25,4.16,6.17,3.14
ENSG00000078699,CBFA2T2,1.53,4.21,2.33,2.28,5.25,1.37,2.84,3.4,2.6
ENSG00000078725,BRINP1,44.89,38.94,47.58,41.94,58.09,6.36,31.87,22.34,32.57
ENSG00000078747,ITCH,6.67,6.04,5.32,7.33,8.69,2.43,5.32,6.28,8.37
ENSG00000078795,PKD2L2,1.9,0.37,0.95,1.11,2.1,0.08,1.17,0.53,1.52
ENSG00000078804,TP53INP2,44.43,58.77,24.73,98.46,99.3,94.72,147.86,80.98,76.76
ENSG00000078808,SDF4,12.09,21.09,22.18,16.84,13.28,15.18,19.8,22.75,10.51
ENSG00000078814,MYH7B,1.01,0.38,0.12,0.33,0.74,0.83,1.86,1.61,0.81
ENSG00000078898,BPIFB2,0.1,0,0,0,0,0,0.06,0,0.23
ENSG00000078900,TP73,0,0.4,0.18,0.07,0.11,0.18,0,0.27,0.06
ENSG00000078902,TOLLIP,44.75,24.93,47.03,47.98,55.9,10.01,42.86,31.16,34.86
ENSG00000078967,UBE2D4,7.45,13.49,9.76,8.84,10.24,4.17,14.73,8.52,9.25
ENSG00000079101,CLUL1,2.57,0.45,1.99,2.75,5.09,0.3,0.8,0.6,2.28
ENSG00000079102,RUNX1T1,3.96,1.55,2.57,2.79,3.26,0.51,0,1.41,1.41
ENSG00000079112,CDH17,0,0.02,0,0.03,0,0.02,0,0,0.05
ENSG00000079134,THOC1,2.98,6.03,1.89,4.33,3.05,1.85,4.08,7.76,3.29
ENSG00000079150,FKBP7,1.24,1.15,1.52,1.06,0.58,0.42,0.88,0.8,1.07
ENSG00000079156,OSBPL6,3.8,3.29,2.3,4.63,4.18,3.09,3.67,3.53,3.23
ENSG00000079215,SLC1A3,54.74,626.29,106.31,120.28,48.87,107.57,329.18,360.04,108.02
ENSG00000079246,XRCC5,45.33,20.99,40.89,42.62,32.43,7.4,24.39,21.49,34.76
ENSG00000079257,LXN,2.28,2.48,1.68,1.46,2.47,0.53,0.77,2.61,2.64
ENSG00000079263,SP140,0,0.2,0.1,0.09,0.25,0.05,0.13,0.23,0.22
ENSG00000079277,MKNK1,1.39,3.57,1.08,1.33,2.32,0.88,1.72,2.17,1.56
ENSG00000079308,TNS1,2.75,8.95,1.73,2.56,4.29,2.74,7.3,8.3,4.47
ENSG00000079313,REXO1,11.85,11.59,12.26,14.38,13.58,10.01,14.5,14.12,9.2
ENSG00000079332,SAR1A,20.51,25.03,19.79,25.91,22.46,9.55,17.6,17.93,18.77
ENSG00000079335,CDC14A,0.62,1.89,0.56,0.54,0.48,0.42,1.48,1.38,0.82
ENSG00000079337,RAPGEF3,0.75,5.45,0.88,1.01,1.54,6.18,6.46,6.98,2.14
ENSG00000079385,CEACAM1,0.05,0.2,0.04,0.04,0.07,0.17,0.32,0.16,0.12
ENSG00000079387,SENP1,0.95,1.82,0.94,0.94,0.99,0.32,1.04,1.04,1.11
ENSG00000079393,DUSP13,0.31,0.15,1.98,1.93,0.97,0.07,0,0.49,0.25
ENSG00000079432,CIC,17.3,22.14,19.23,14.83,20.04,12.15,14.49,15.89,10.12
ENSG00000079435,LIPE,2.74,3.61,1.84,1.47,4.79,8.63,5.54,7.13,3.52
ENSG00000079459,FDFT1,29.83,27.06,23.24,37.9,24.89,10.76,24.48,19.33,23.05
ENSG00000079462,PAFAH1B3,47.24,36.01,118.82,36.54,24.8,10.16,23.19,20.48,2.63
ENSG00000079482,OPHN1,2.1,8.15,2.04,2.45,3.18,1.31,5.38,10.74,3.46
ENSG00000079557,AFM,0.25,0,0,0,0,0,0.07,0,0
ENSG00000079616,KIF22,4.92,11.36,11.37,6.62,7.91,3.81,7.07,6.85,5.57
ENSG00000079689,SCGN,1.87,1.09,7.15,1.13,0.84,0,0,0.35,1.16
ENSG00000079691,LRRC16A,2.11,14.37,2.74,3.22,2.66,2.29,6.92,10.28,3.92
ENSG00000079739,PGM1,10.27,26.88,13.41,16.06,10.75,8.2,24.27,20.15,13.68
ENSG00000079785,DDX1,37.67,17.1,31.96,39.08,31.18,6.12,20.58,16.98,31.16
ENSG00000079805,DNM2,3.84,13.24,4.97,3.98,7.32,10.36,11.09,15.38,5.62
ENSG00000079819,EPB41L2,9.54,21.55,5.9,10.73,18.59,7.48,16.6,20.45,12.56
ENSG00000079841,RIMS1,13.68,5.79,10.61,19.05,18.54,2.6,6.31,4.7,10.41
ENSG00000079931,MOXD1,2.11,1.28,1.99,3.74,2.58,0.84,2.15,1.07,4.27
ENSG00000079950,STX7,41,10.4,31.24,36.28,23.55,3.23,13.26,12.91,30.38
ENSG00000079974,RABL2B,2.42,2.4,2.05,1.87,2.26,0.44,2.27,1.54,1.9
ENSG00000079999,KEAP1,16.47,26.13,28.05,16.52,20.37,13.7,24.7,21.82,15.13
ENSG00000080007,DDX43,0.12,0.02,0.04,0.02,0.11,0,0.33,0.15,0.32
ENSG00000080031,PTPRH,0.37,0.1,0.22,0.6,1.23,0.22,0.46,0.54,0.71
ENSG00000080166,DCT,0.29,0.19,0.01,0.03,0.09,0.02,0,0.15,0.15
ENSG00000080189,SLC35C2,5.53,10.96,7.89,5.96,7.3,5.17,10.4,8.45,6.38
ENSG00000080200,CRYBG3,1.8,2.67,1.7,1.88,1.62,1.12,1.87,3.29,2.64
ENSG00000080224,EPHA6,1.62,0.15,1.12,1.34,3.03,0.19,0,0.42,1.34
ENSG00000080293,SCTR,0.06,0.07,0,0,0.03,0,0.03,0.03,0
ENSG00000080298,RFX3,4.34,2.59,7.92,7.09,5.41,0.74,1.36,1.96,3.43
ENSG00000080345,RIF1,2.29,1.7,1.43,1.79,2.99,0.51,1.15,1.45,2.1
ENSG00000080371,RAB21,9.61,5.88,11.29,7.68,7.95,4.13,6.54,9.35,9.79
ENSG00000080493,SLC4A4,8.51,65.49,16.62,12.59,6.11,12.78,36.66,36.41,14.7
ENSG00000080503,SMARCA2,33.03,27.53,29.39,30.57,37.54,6.41,19.01,28.07,25.99
ENSG00000080511,RDH8,0.115329,0.04,0,0,0,0,0.05,0,0.1
ENSG00000080546,SESN1,7.75,3.76,7.94,4.97,8.18,2.08,6.98,4.14,8.32
ENSG00000080561,MID2,1.16,0.92,0.58,1.11,1.27,0.16,0.77,0.81,1.07
ENSG00000080572,PIH1D3,0.09,0,0,0,0,0,0,0,0.11
ENSG00000080573,COL5A3,1.29,20.16,1.28,1.88,3.79,12.81,14.48,22.28,3.9
ENSG00000080603,SRCAP,3.91,9.68,4.84,2.53,8.79,2.48,6.05,7.43,4.55
ENSG00000080608,PUM3,2.81,2.76,2.92,2.78,2.62,1.06,1.67,2.76,1.97
ENSG00000080618,CPB2,0.12,0.02,0,0.05,0.07,0.22,0,0.04,0.09
ENSG00000080644,CHRNA3,0.09,0.12,0.56,0.41,0.69,0.07,0,0.1,1.2
ENSG00000080709,KCNN2,2.13,3.2,3.08,3.17,2.56,0.47,1.53,2.27,2.52
ENSG00000080802,CNOT4,5.12,4.37,3.12,7.39,4.25,1.08,2.34,3.63,4.22
ENSG00000080815,PSEN1,6.87,6.79,5.84,9.22,8.9,2.63,6.63,8.01,8.08
ENSG00000080819,CPOX,12.25,6.24,7.11,10.61,16.99,3.74,12.26,16.33,17.46
ENSG00000080822,CLDND1,30.88,16.21,12.7,34.12,38.78,19.89,33.59,36.72,53.01
ENSG00000080823,MOK,0.76,2.33,0.88,1.28,0.91,0.71,1.68,1.82,0.59
ENSG00000080824,HSP90AA1,255.57,115.55,296.38,370.63,227.35,132.68,221.58,129.29,247.23
ENSG00000080839,RBL1,0.55,0.7,0.24,0.3,0.37,0.16,0.42,0.76,0.32
ENSG00000080845,DLGAP4,21.15,15.24,19.67,22.05,26.67,7.6,14.29,13.87,15.52
ENSG00000080854,IGSF9B,0.27,1.26,0.13,0.24,0.7,0.39,1.36,0.78,0.53
ENSG00000080910,CFHR2,0.104854,0,0,0,0,0,0.104854,0,0
ENSG00000080986,NDC80,0,0.29,0.85,0.29,0.13,0.07,0.24,0.03,0.28
ENSG00000081014,AP4E1,1.34,1.21,0.71,0.69,1.22,0.24,0.34,1.07,1.14
ENSG00000081019,RSBN1,5.11,2.79,5.57,3.58,3.04,0.66,2.59,2.39,4.42
ENSG00000081026,MAGI3,3.64,4.69,2.28,3.23,4.66,0.53,2.81,2.56,3.65
ENSG00000081041,CXCL2,0,1.38,0.05,0.36,0,1.64,2.68,1.49,0.5
ENSG00000081051,AFP,0.04,0,0,0.01,0,0.01,0,0,0
ENSG00000081052,COL4A4,0.2,0.41,0.09,0.14,0.32,0.14,0.42,0.87,0.07
ENSG00000081059,TCF7,0,0.69,0.05,0.15,0.28,0.23,0.42,0.38,0.35
ENSG00000081087,OSTM1,7.11,3.5,10.17,6.16,6.09,1.63,4.14,3.04,6
ENSG00000081138,CDH7,1.75,0.54,1.96,1.27,1.99,0.09,0.7,0.3,1.12
ENSG00000081148,IMPG2,0.05,0.06,0,0.07,0.03,0,0.16,0.04,0.22
ENSG00000081154,PCNP,33.64,14.7,41.21,51.36,23.17,9.92,23.48,14.9,38.14
ENSG00000081177,EXD2,8.81,11.32,9.23,12.15,11.42,2.45,9.47,8.34,8.82
ENSG00000081181,ARG2,26.39,14.56,30.81,29.69,23.2,10.47,21.13,13.51,23.11
ENSG00000081189,MEF2C,126.65,33.11,151.79,137.2,98.57,6.68,22.6,21.54,58.53
ENSG00000081237,PTPRC,0.51,0.45,0.26,0.17,1.09,0.16,0.32,0.33,0.41
ENSG00000081248,CACNA1S,0.01,0.12,0.1,0.75,0.75,0.19,0,0.35,0.31
ENSG00000081277,PKP1,0.47,0.02,0.08,0.01,0.03,0.04,0,0.01,0.1
ENSG00000081307,UBA5,6.63,4.06,6.23,7.4,6.03,1.25,4.29,4.14,5.64
ENSG00000081320,STK17B,1.02,3.2,1.3,0.99,0.6,1.32,1.79,1.73,1.31
ENSG00000081377,CDC14B,4.38,5.11,2.8,6.56,3.88,2.37,5.64,6.2,5.34
ENSG00000081386,ZNF510,3.41,2.9,2.38,3.71,3.74,0.69,2.19,2.19,3.12
ENSG00000081479,LRP2,0.48,0.04,0.01,0.02,0.21,0.17,0.68,0.16,0.81
ENSG00000081665,ZNF506,2.36,2.64,2.13,1.66,2.66,1.3,1.23,2.51,2.08
ENSG00000081692,JMJD4,4.27,3.98,9.71,4.92,5.04,2.48,5.19,2.9,4.21
ENSG00000081721,DUSP12,7.01,4.16,7.7,7.75,7.67,1.95,5.6,5,5.06
ENSG00000081760,AACS,5.19,2.25,5.33,6.4,5.67,0.81,3.58,2.74,3.64
ENSG00000081791,KIAA0141,3.01,13.72,4.95,4.4,3.62,3,9.45,8.87,5.66
ENSG00000081800,SLC13A1,0,0,0,0,0,0,0,0.01,0
ENSG00000081803,CADPS2,11.32,3.04,4.45,10.6,10.76,0.85,8.36,2.38,9.05
ENSG00000081818,PCDHB4,2.4,1.24,1.79,1.52,4.27,0.38,1.27,2.09,2.19
ENSG00000081842,PCDHA6,33.88,11.66,48.21,31.94,30.95,2.96,10.99,7.69,20.43
ENSG00000081853,PCDHGA2,89.35,330.52,130.98,91.61,106.41,95.04,161.67,191.25,95.27
ENSG00000081870,HSPB11,3.33,2.47,2.64,2.85,2.82,1.62,3.39,3.57,3.59
ENSG00000081913,PHLPP1,7.44,36.61,6.74,5,11.64,6.19,18.2,26.37,12.56
ENSG00000081923,ATP8B1,0.95,0.82,0.57,0.55,0.73,0.27,1.01,0.75,0.41
ENSG00000081985,IL12RB2,2.07,0.49,2.04,2.07,3.66,0.08,0.55,0.38,1.29
ENSG00000082014,SMARCD3,32.56,32.92,76.75,35.93,22.89,15.43,32.12,23.01,26.22
ENSG00000082068,WDR70,2.22,1.72,2.33,1.66,1.74,0.75,2.19,1.4,1.79
ENSG00000082074,FYB,0.49,0.43,0.15,0.24,1.12,0.32,0.18,0.24,0.51
ENSG00000082126,MPP4,0.08,0.02,0.03,0.06,0.01,0.01,0.3619845,0.02,0
ENSG00000082146,STRADB,6.2,9.63,8.57,8.91,4.8,3.52,8.51,7.32,5.4
ENSG00000082153,BZW1,10.74,7.42,10.37,12.8,8.05,1.82,6.77,6.28,8.76
ENSG00000082175,PGR,0.07,0.01,0.02,0.01,0.02,0.03,0,0.1,0.07
ENSG00000082196,C1QTNF3,2.74,4.32,3.9,2.54,2.97,1.3,1.91,2.34,3.2
ENSG00000082212,ME2,9.8,8.19,11.54,11.17,7.27,2.46,7.29,6.68,8.79
ENSG00000082213,C5orf22,7.19,2.87,6.68,9.51,6.61,0.73,3.37,2.42,6.39
ENSG00000082258,CCNT2,2.81,2.88,3.25,2.01,3.43,0.77,1.98,2.34,3.25
ENSG00000082269,FAM135A,3.15,1.85,4.89,2.85,2.69,0.67,1.37,1.7,2.5
ENSG00000082293,COL19A1,0.27,0.11,0.14,0.25,0.93,0.1,0,0.21,0.36
ENSG00000082397,EPB41L3,30.37,5.1,14.89,26.82,33.65,3.02,11.38,11.06,32.65
ENSG00000082438,COBLL1,0.51,3.6,0.61,0.68,1.13,0.73,2.08,2.21,0.76
ENSG00000082458,DLG3,21.26,8.11,22.74,24.69,27.81,1.32,6.71,7.66,14.47
ENSG00000082482,KCNK2,6.51,3.74,7.54,5.28,4.95,0.34,0,1.97,4.01
ENSG00000082497,SERTAD4,3.39,0.3,1.41,1.99,2.82,0.18,1.35,1.01,2.38
ENSG00000082512,TRAF5,1.17,1.25,0.75,0.55,1.09,0.34,1.57,0.81,0.8
ENSG00000082515,MRPL22,2.91,2.28,4.08,3.29,2.75,1.39,2.91,2.66,3.04
ENSG00000082516,GEMIN5,2.15,2.61,2.07,2.01,3.3,0.58,1.9,2.45,2.5
ENSG00000082556,OPRK1,3.31,0.39,3.14,0.78,1.39,0.1,0,0.21,2.22
ENSG00000082641,NFE2L1,36.71,34.38,29.83,29.9,55.64,13.83,34.05,39.36,34.11
ENSG00000082684,SEMA5B,0.1,7.54,2.13,1.81,4.54,1.04,2.71,2.45,2.13
ENSG00000082701,GSK3B,15.45,11.4,14.05,12.21,19.85,1.96,6.69,8.14,14.03
ENSG00000082781,ITGB5,3.63,19.26,6.73,3.96,4.91,5.27,11.83,12.72,4.82
ENSG00000082805,ERC1,4.59,6.29,5.4,2.61,7.29,1.05,2.9,4.64,4.96
ENSG00000082898,XPO1,9.08,8.33,9.18,9.46,8.25,2.25,6.25,8.09,8.27
ENSG00000082996,RNF13,12.63,12.77,10.34,15.2,16.82,7.71,15.26,14.32,17.24
ENSG00000083067,TRPM3,0.53,0.11,0.25,0.56,1.64,0.18,0.61,0.27,0.54
ENSG00000083093,PALB2,1.51,1.41,1.52,0.88,1.87,0.49,1.14,1.33,1.54
ENSG00000083097,DOPEY1,2.82,4.3,2.44,1.98,4.89,0.7,1.72,2.85,3.1
ENSG00000083099,LYRM2,5.37,5.01,6.95,5.77,7.2,2.63,4,4.16,5.28
ENSG00000083123,BCKDHB,3.73,7.03,4.98,4.37,4.3,1.71,5.45,4.19,4.82
ENSG00000083168,KAT6A,2.3,6.96,2.26,1.38,4.24,2.03,4.36,5.13,3.08
ENSG00000083223,ZCCHC6,1.76,2.03,1.11,2,2.06,0.48,1.47,1.68,1.74
ENSG00000083290,ULK2,17.12,8.73,19.8,18.75,21.35,2.27,8.87,8.14,13.61
ENSG00000083307,GRHL2,0.22,0.05,0.08,0.05,0.07,0.13,0,0.08,0
ENSG00000083312,TNPO1,6.18,5.22,5.12,4.26,3.84,1.68,3.12,4.18,5.65
ENSG00000083444,PLOD1,5.48,11.22,8.43,5.63,7.48,5.12,12.01,7.46,6.06
ENSG00000083454,P2RX5,4.87,1.56,6.65,3.99,5.09,0.26,2.14,1.76,3.83
ENSG00000083457,ITGAE,2.33,3.55,2.7,2.42,2.77,2.09,3.63,2.75,3.33
ENSG00000083520,DIS3,4.42,3.48,4.12,4.14,3.88,1.41,2.73,2.18,4
ENSG00000083535,PIBF1,2.87,2.4,2.58,2.54,1.76,0.8,1.21,1.73,2.75
ENSG00000083544,TDRD3,4.07,3.24,2.94,3.19,2.31,1.47,2.71,3.12,3.08
ENSG00000083635,NUFIP1,2.35,1.17,2.24,2.77,1.98,0.48,1.07,1.33,1.99
ENSG00000083642,PDS5B,6.85,2.31,8.33,5.63,6.7,0.75,2.61,2.4,5.71
ENSG00000083720,OXCT1,47.7,19.44,72.97,51.08,52.44,3.79,20.22,13.33,38.05
ENSG00000083750,RRAGB,16.73,9.04,22.09,13.51,13.08,2.3,5.92,7.07,12.5
ENSG00000083782,EPYC,0,0,0,0.02,0,0,0.08,0,0
ENSG00000083799,CYLD,11.22,4.06,11.91,13.81,13.52,1.41,3.43,5.03,10.67
ENSG00000083807,SLC27A5,4.3,5.72,9.55,4.46,4.33,8.01,8.95,4.89,4.97
ENSG00000083812,ZNF324,2.5,2.14,3.63,2.43,4.43,1,2.7,1.89,2.21
ENSG00000083814,ZNF671,5.11,5.82,4.47,6.94,3.9,2.05,4.19,4.63,4.1
ENSG00000083817,ZNF416,2.17,1.56,2.22,4.9,1.99,0.42,0.15,1.45,1.78
ENSG00000083828,ZNF586,1.19,1.46,0.62,1.05,0.66,0.52,0.88,1.41,1.04
ENSG00000083838,ZNF446,1.26,6.56,4.07,1.63,2.99,2.47,3.12,3.62,1.65
